nome,aluno_no_momento,anos_matriculados,ano_de_entrada,ano_de_saida,aluno_em_2016,aluno_em_2017,aluno_em_2018,aluno_em_2019,aluno_em_2020,fase_em_2020,aluno_em_2021,fase_em_2021,aluno_em_2022,fase_em_2022
ALUNO-1261,False,1,2016,2020.0,True,True,True,True,True,5.0,False,,False,
ALUNO-1262,False,1,2020,2020.0,False,False,False,False,True,4.0,False,,False,
ALUNO-1263,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1264,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-1265,False,1,2019,2020.0,False,False,False,True,True,4.0,False,,False,
ALUNO-1266,False,2,2018,2021.0,False,False,True,True,True,2.0,True,3.0,False,
ALUNO-1267,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1268,True,2,2021,,False,False,False,False,False,,True,1.0,True,1.0
ALUNO-1269,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-1270,False,1,2019,2020.0,False,False,False,True,True,2.0,False,,False,
ALUNO-1271,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1272,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1273,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1274,False,1,2019,2020.0,False,False,False,True,True,4.0,False,,False,
ALUNO-1275,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,2.0
ALUNO-1276,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-1277,False,1,2017,2020.0,False,True,True,True,True,3.0,False,,False,
ALUNO-1278,True,3,2019,,False,False,False,True,True,0.0,True,0.0,True,1.0
ALUNO-1279,True,2,2021,,False,False,False,False,False,,True,5.0,True,5.0
ALUNO-1280,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1281,False,1,2018,2020.0,False,False,True,True,True,7.0,False,,False,
ALUNO-1282,False,1,2020,2020.0,False,False,False,False,True,0.0,False,,False,
ALUNO-1283,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1284,False,1,2020,2020.0,False,False,False,False,True,5.0,False,,False,
ALUNO-1285,True,3,2020,,False,False,False,False,True,0.0,True,1.0,True,1.0
ALUNO-1286,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-1287,True,3,2020,,False,False,False,False,True,0.0,True,0.0,True,1.0
ALUNO-1288,False,2,2016,2021.0,True,True,True,True,True,6.0,True,7.0,False,
ALUNO-1289,True,3,2020,,False,False,False,False,True,2.0,True,2.0,True,3.0
ALUNO-1290,False,1,2018,2020.0,False,False,True,True,True,8.0,False,,False,
ALUNO-1291,False,1,2020,2020.0,False,False,False,False,True,1.0,False,,False,
ALUNO-1292,True,3,2019,,False,False,False,True,True,2.0,True,3.0,True,3.0
ALUNO-1293,False,1,2019,2020.0,False,False,False,True,True,2.0,False,,False,
ALUNO-1294,False,1,2019,2020.0,False,False,False,True,True,6.0,False,,False,
ALUNO-1295,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-1296,False,2,2019,2021.0,False,False,False,True,True,1.0,True,1.0,False,
ALUNO-1297,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-1298,True,3,2019,,False,False,False,True,True,0.0,True,0.0,True,1.0
ALUNO-1299,False,2,2017,2021.0,False,True,True,True,True,6.0,True,7.0,False,
ALUNO-1300,True,2,2021,,False,False,False,False,False,,True,1.0,True,1.0
ALUNO-1301,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-1302,False,2,2019,2021.0,False,False,False,True,True,1.0,True,1.0,False,
ALUNO-1303,False,1,2016,2020.0,True,True,True,True,True,2.0,False,,False,
ALUNO-1304,True,1,2022,,False,False,False,False,False,,False,,True,5.0
ALUNO-1305,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1306,True,1,2022,,False,False,False,False,False,,False,,True,4.0
ALUNO-1307,True,2,2021,,False,False,False,False,False,,True,2.0,True,2.0
ALUNO-1308,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-1309,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-1310,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-1311,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1312,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1313,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-1314,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1315,False,2,2016,2021.0,True,True,True,True,True,2.0,True,2.0,False,
ALUNO-1316,False,1,2019,2020.0,False,False,False,True,True,0.0,False,,False,
ALUNO-1317,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1318,False,1,2016,2020.0,True,True,True,True,True,8.0,False,,False,
ALUNO-1319,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-1320,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-1321,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1322,True,1,2022,,False,False,False,False,False,,False,,True,5.0
ALUNO-1323,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-1324,True,3,2018,,False,False,True,True,True,1.0,True,2.0,True,2.0
ALUNO-1325,False,1,2018,2020.0,False,False,True,True,True,2.0,False,,False,
ALUNO-1326,False,1,2021,2021.0,False,False,False,False,False,,True,2.0,False,
ALUNO-1327,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-1328,False,1,2017,2020.0,False,True,True,True,True,2.0,False,,False,
ALUNO-1329,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-1330,True,2,2021,,False,False,False,False,False,,True,4.0,True,4.0
ALUNO-1331,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1332,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-1333,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-1334,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-1335,True,2,2021,,False,False,False,False,False,,True,2.0,True,2.0
ALUNO-1336,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-1337,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1338,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-1339,False,1,2019,2020.0,False,False,False,True,True,3.0,False,,False,
ALUNO-1340,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-1341,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-1342,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-1343,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,2.0
ALUNO-1344,False,2,2018,2021.0,False,False,True,True,True,1.0,True,2.0,False,
ALUNO-1345,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-1346,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-1347,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-1348,True,3,2018,,False,False,True,True,True,3.0,True,3.0,True,4.0
ALUNO-1349,True,1,2022,,False,False,False,False,False,,False,,True,3.0
