nome,aluno_no_momento,anos_matriculados,ano_de_entrada,ano_de_saida,aluno_em_2016,aluno_em_2017,aluno_em_2018,aluno_em_2019,aluno_em_2020,fase_em_2020,aluno_em_2021,fase_em_2021,aluno_em_2022,fase_em_2022
ALUNO-1,False,2,2018,2021.0,False,False,True,True,True,2.0,True,2.0,False,
ALUNO-2,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-3,False,2,2018,2021.0,False,False,True,True,True,3.0,True,3.0,False,
ALUNO-4,True,2,2018,,False,False,True,True,True,1.0,False,,True,2.0
ALUNO-5,True,3,2019,,False,False,False,True,True,2.0,True,2.0,True,2.0
ALUNO-6,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-7,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-8,True,3,2017,,False,True,True,True,True,4.0,True,5.0,True,5.0
ALUNO-9,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-10,False,1,2019,2020.0,False,False,False,True,True,3.0,False,,False,
ALUNO-11,True,3,2020,,False,False,False,False,True,0.0,True,1.0,True,1.0
ALUNO-12,False,1,2017,2020.0,False,True,True,True,True,3.0,False,,False,
ALUNO-13,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-14,False,1,2018,2020.0,False,False,True,True,True,2.0,False,,False,
ALUNO-15,False,1,2019,2020.0,False,False,False,True,True,2.0,False,,False,
ALUNO-16,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-17,True,3,2018,,False,False,True,True,True,1.0,True,1.0,True,1.0
ALUNO-18,True,3,2017,,False,True,True,True,True,3.0,True,4.0,True,4.0
ALUNO-19,True,2,2021,,False,False,False,False,False,,True,2.0,True,2.0
ALUNO-20,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-21,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-22,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-23,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-24,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-25,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-26,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-27,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-28,False,2,2018,2021.0,False,False,True,True,True,3.0,True,4.0,False,
ALUNO-29,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-30,True,2,2020,,False,False,False,False,True,0.0,False,,True,0.0
ALUNO-31,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-32,True,1,2022,,False,False,False,False,False,,False,,True,7.0
ALUNO-33,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-34,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,3.0
ALUNO-35,False,2,2017,2021.0,False,True,True,True,True,7.0,True,7.0,False,
ALUNO-36,True,3,2019,,False,False,False,True,True,3.0,True,3.0,True,4.0
ALUNO-37,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,2.0
ALUNO-38,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-39,False,1,2017,2020.0,False,True,True,True,True,3.0,False,,False,
ALUNO-40,False,1,2021,2021.0,False,False,False,False,False,,True,5.0,False,
ALUNO-41,False,2,2020,2021.0,False,False,False,False,True,1.0,True,2.0,False,
ALUNO-42,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-43,False,1,2018,2020.0,False,False,True,True,True,4.0,False,,False,
ALUNO-44,False,1,2020,2020.0,False,False,False,False,True,1.0,False,,False,
ALUNO-45,True,2,2019,,False,False,False,True,True,1.0,False,,True,2.0
ALUNO-46,True,3,2020,,False,False,False,False,True,0.0,True,0.0,True,1.0
ALUNO-47,True,2,2021,,False,False,False,False,False,,True,1.0,True,1.0
ALUNO-48,True,1,2022,,False,False,False,False,False,,False,,True,5.0
ALUNO-49,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-50,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-51,True,3,2019,,False,False,False,True,True,0.0,True,1.0,True,1.0
ALUNO-52,False,1,2018,2020.0,False,False,True,True,True,2.0,False,,False,
ALUNO-53,False,1,2016,2020.0,True,True,True,True,True,5.0,False,,False,
ALUNO-54,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-55,False,2,2017,2021.0,False,True,True,True,True,6.0,True,7.0,False,
ALUNO-56,True,2,2021,,False,False,False,False,False,,True,6.0,True,7.0
ALUNO-57,False,2,2018,2021.0,False,False,True,True,True,6.0,True,7.0,False,
ALUNO-58,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-59,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-60,True,3,2016,,True,True,True,True,True,5.0,True,6.0,True,7.0
ALUNO-61,True,3,2020,,False,False,False,False,True,1.0,True,1.0,True,2.0
ALUNO-62,False,2,2020,2021.0,False,False,False,False,True,2.0,True,2.0,False,
ALUNO-63,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-64,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-65,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-66,True,2,2021,,False,False,False,False,False,,True,2.0,True,3.0
ALUNO-67,True,2,2021,,False,False,False,False,False,,True,1.0,True,1.0
ALUNO-68,False,1,2020,2020.0,False,False,False,False,True,1.0,False,,False,
ALUNO-69,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-70,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-71,False,2,2019,2021.0,False,False,False,True,True,0.0,True,0.0,False,
ALUNO-72,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-73,True,1,2022,,False,False,False,False,False,,False,,True,4.0
ALUNO-74,True,1,2022,,False,False,False,False,False,,False,,True,4.0
ALUNO-75,True,3,2019,,False,False,False,True,True,3.0,True,4.0,True,5.0
ALUNO-76,True,3,2020,,False,False,False,False,True,0.0,True,1.0,True,1.0
ALUNO-77,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-78,True,3,2017,,False,True,True,True,True,1.0,True,1.0,True,1.0
ALUNO-79,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-80,True,2,2019,,False,False,False,True,True,2.0,False,,True,2.0
ALUNO-81,True,3,2019,,False,False,False,True,True,4.0,True,5.0,True,6.0
ALUNO-82,False,1,2020,2020.0,False,False,False,False,True,0.0,False,,False,
ALUNO-83,True,3,2016,,True,True,True,True,True,4.0,True,5.0,True,5.0
ALUNO-84,True,3,2020,,False,False,False,False,True,0.0,True,1.0,True,1.0
ALUNO-85,True,3,2019,,False,False,False,True,True,0.0,True,0.0,True,1.0
ALUNO-86,False,1,2019,2020.0,False,False,False,True,True,6.0,False,,False,
ALUNO-87,True,3,2016,,True,True,True,True,True,4.0,True,5.0,True,5.0
ALUNO-88,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,3.0
ALUNO-89,False,1,2019,2020.0,False,False,False,True,True,0.0,False,,False,
ALUNO-90,True,3,2019,,False,False,False,True,True,3.0,True,4.0,True,5.0
ALUNO-91,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,2.0
ALUNO-92,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-93,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-94,False,2,2019,2021.0,False,False,False,True,True,3.0,True,4.0,False,
ALUNO-95,False,2,2019,2021.0,False,False,False,True,True,3.0,True,4.0,False,
ALUNO-96,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-97,True,3,2018,,False,False,True,True,True,2.0,True,2.0,True,3.0
ALUNO-98,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-99,True,1,2022,,False,False,False,False,False,,False,,True,7.0
ALUNO-100,True,3,2018,,False,False,True,True,True,1.0,True,1.0,True,2.0
ALUNO-101,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-102,True,3,2020,,False,False,False,False,True,1.0,True,1.0,True,1.0
ALUNO-103,True,3,2020,,False,False,False,False,True,0.0,True,1.0,True,1.0
ALUNO-104,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-105,False,2,2020,2021.0,False,False,False,False,True,3.0,True,4.0,False,
ALUNO-106,False,2,2020,2021.0,False,False,False,False,True,0.0,True,1.0,False,
ALUNO-107,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-108,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-109,False,1,2021,2021.0,False,False,False,False,False,,True,6.0,False,
ALUNO-110,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-111,False,2,2020,2021.0,False,False,False,False,True,3.0,True,4.0,False,
ALUNO-112,False,2,2018,2021.0,False,False,True,True,True,3.0,True,4.0,False,
ALUNO-113,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,3.0
ALUNO-114,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-115,False,1,2019,2020.0,False,False,False,True,True,4.0,False,,False,
ALUNO-116,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-117,False,2,2020,2021.0,False,False,False,False,True,1.0,True,2.0,False,
ALUNO-118,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,1.0
ALUNO-119,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-120,False,2,2019,2021.0,False,False,False,True,True,0.0,True,1.0,False,
ALUNO-121,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-122,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-123,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-124,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-125,False,2,2020,2021.0,False,False,False,False,True,1.0,True,2.0,False,
ALUNO-126,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-127,True,2,2021,,False,False,False,False,False,,True,1.0,True,1.0
ALUNO-128,True,3,2019,,False,False,False,True,True,0.0,True,0.0,True,0.0
ALUNO-129,True,2,2021,,False,False,False,False,False,,True,2.0,True,2.0
ALUNO-130,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-131,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-132,False,1,2017,2020.0,False,True,True,True,True,4.0,False,,False,
ALUNO-133,True,3,2019,,False,False,False,True,True,0.0,True,1.0,True,1.0
ALUNO-134,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-135,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,1.0
ALUNO-136,False,1,2018,2020.0,False,False,True,True,True,5.0,False,,False,
ALUNO-137,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-138,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-139,False,1,2020,2020.0,False,False,False,False,True,5.0,False,,False,
ALUNO-140,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-141,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-142,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-143,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-144,True,1,2022,,False,False,False,False,False,,False,,True,4.0
ALUNO-145,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-146,False,1,2018,2020.0,False,False,True,True,True,1.0,False,,False,
ALUNO-147,False,1,2019,2020.0,False,False,False,True,True,2.0,False,,False,
ALUNO-148,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-149,False,2,2019,2021.0,False,False,False,True,True,6.0,True,7.0,False,
ALUNO-150,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-151,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,3.0
ALUNO-152,True,3,2019,,False,False,False,True,True,3.0,True,3.0,True,4.0
ALUNO-153,True,3,2017,,False,True,True,True,True,4.0,True,4.0,True,5.0
ALUNO-154,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,1.0
ALUNO-155,False,1,2021,2021.0,False,False,False,False,False,,True,6.0,False,
ALUNO-156,True,3,2018,,False,False,True,True,True,2.0,True,3.0,True,4.0
ALUNO-157,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-158,True,3,2018,,False,False,True,True,True,3.0,True,4.0,True,4.0
ALUNO-159,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-160,False,1,2018,2020.0,False,False,True,True,True,1.0,False,,False,
ALUNO-161,False,1,2016,2020.0,True,True,True,True,True,8.0,False,,False,
ALUNO-162,False,2,2018,2021.0,False,False,True,True,True,1.0,True,1.0,False,
ALUNO-163,False,1,2017,2020.0,False,True,True,True,True,1.0,False,,False,
ALUNO-164,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-165,True,3,2019,,False,False,False,True,True,0.0,True,1.0,True,1.0
ALUNO-166,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-167,True,2,2021,,False,False,False,False,False,,True,1.0,True,2.0
ALUNO-168,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-169,True,3,2020,,False,False,False,False,True,0.0,True,0.0,True,0.0
ALUNO-170,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-171,True,2,2021,,False,False,False,False,False,,True,3.0,True,4.0
ALUNO-172,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-173,False,2,2016,2021.0,True,True,True,True,True,5.0,True,5.0,False,
ALUNO-174,False,1,2017,2020.0,False,True,True,True,True,5.0,False,,False,
ALUNO-175,True,1,2022,,False,False,False,False,False,,False,,True,4.0
ALUNO-176,True,2,2021,,False,False,False,False,False,,True,2.0,True,3.0
ALUNO-177,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-178,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-179,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-180,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-181,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-182,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-183,False,1,2018,2020.0,False,False,True,True,True,0.0,False,,False,
ALUNO-184,False,2,2018,2021.0,False,False,True,True,True,1.0,True,2.0,False,
ALUNO-185,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-186,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-187,False,1,2020,2020.0,False,False,False,False,True,2.0,False,,False,
ALUNO-188,False,2,2018,2021.0,False,False,True,True,True,3.0,True,3.0,False,
ALUNO-189,False,1,2020,2020.0,False,False,False,False,True,1.0,False,,False,
ALUNO-190,False,1,2017,2020.0,False,True,True,True,True,7.0,False,,False,
ALUNO-191,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-192,True,2,2018,,False,False,True,True,True,1.0,False,,True,2.0
ALUNO-193,True,3,2016,,True,True,True,True,True,3.0,True,3.0,True,4.0
ALUNO-194,False,1,2017,2020.0,False,True,True,True,True,6.0,False,,False,
ALUNO-195,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-196,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-197,True,3,2019,,False,False,False,True,True,3.0,True,3.0,True,4.0
ALUNO-198,False,1,2017,2020.0,False,True,True,True,True,6.0,False,,False,
ALUNO-199,False,1,2019,2020.0,False,False,False,True,True,3.0,False,,False,
ALUNO-200,True,3,2016,,True,True,True,True,True,4.0,True,4.0,True,4.0
ALUNO-201,True,3,2019,,False,False,False,True,True,3.0,True,4.0,True,5.0
ALUNO-202,False,1,2018,2020.0,False,False,True,True,True,2.0,False,,False,
ALUNO-203,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-204,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-205,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-206,False,2,2018,2021.0,False,False,True,True,True,6.0,True,7.0,False,
ALUNO-207,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-208,False,2,2020,2021.0,False,False,False,False,True,2.0,True,2.0,False,
ALUNO-209,False,2,2019,2021.0,False,False,False,True,True,0.0,True,1.0,False,
ALUNO-210,False,1,2017,2020.0,False,True,True,True,True,5.0,False,,False,
ALUNO-211,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-212,True,3,2019,,False,False,False,True,True,0.0,True,0.0,True,0.0
ALUNO-213,False,2,2018,2021.0,False,False,True,True,True,2.0,True,3.0,False,
ALUNO-214,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-215,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-216,False,1,2019,2020.0,False,False,False,True,True,8.0,False,,False,
ALUNO-217,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,2.0
ALUNO-218,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-219,True,3,2019,,False,False,False,True,True,2.0,True,2.0,True,2.0
ALUNO-220,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-221,True,2,2021,,False,False,False,False,False,,True,3.0,True,3.0
ALUNO-222,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-223,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-224,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-225,True,3,2016,,True,True,True,True,True,4.0,True,5.0,True,5.0
ALUNO-226,False,2,2018,2021.0,False,False,True,True,True,2.0,True,2.0,False,
ALUNO-227,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-228,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-229,True,3,2019,,False,False,False,True,True,1.0,True,0.0,True,0.0
ALUNO-230,False,1,2016,2020.0,True,True,True,True,True,3.0,False,,False,
ALUNO-231,False,2,2019,2021.0,False,False,False,True,True,6.0,True,7.0,False,
ALUNO-232,True,2,2021,,False,False,False,False,False,,True,5.0,True,6.0
ALUNO-233,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-234,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-235,True,3,2019,,False,False,False,True,True,3.0,True,3.0,True,4.0
ALUNO-236,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-237,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-238,False,2,2019,2021.0,False,False,False,True,True,2.0,True,2.0,False,
ALUNO-239,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-240,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-241,True,3,2017,,False,True,True,True,True,1.0,True,2.0,True,2.0
ALUNO-242,True,3,2018,,False,False,True,True,True,1.0,True,2.0,True,2.0
ALUNO-243,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-244,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-245,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-246,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,1.0
ALUNO-247,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-248,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-249,False,1,2021,2021.0,False,False,False,False,False,,True,1.0,False,
ALUNO-250,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-251,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-252,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-253,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-254,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-255,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-256,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-257,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-258,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-259,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-260,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-261,False,2,2020,2021.0,False,False,False,False,True,3.0,True,4.0,False,
ALUNO-262,True,3,2017,,False,True,True,True,True,5.0,True,6.0,True,7.0
ALUNO-263,True,3,2016,,True,True,True,True,True,5.0,True,6.0,True,7.0
ALUNO-264,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-265,False,1,2019,2020.0,False,False,False,True,True,4.0,False,,False,
ALUNO-266,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-267,True,3,2018,,False,False,True,True,True,3.0,True,4.0,True,4.0
ALUNO-268,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-269,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-270,False,1,2017,2020.0,False,True,True,True,True,3.0,False,,False,
ALUNO-271,False,1,2021,2021.0,False,False,False,False,False,,True,3.0,False,
ALUNO-272,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-273,True,3,2018,,False,False,True,True,True,1.0,True,1.0,True,1.0
ALUNO-274,False,2,2018,2021.0,False,False,True,True,True,5.0,True,5.0,False,
ALUNO-275,True,3,2017,,False,True,True,True,True,3.0,True,3.0,True,4.0
ALUNO-276,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-277,True,3,2018,,False,False,True,True,True,1.0,True,1.0,True,1.0
ALUNO-278,False,1,2019,2020.0,False,False,False,True,True,5.0,False,,False,
ALUNO-279,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-280,False,1,2018,2020.0,False,False,True,True,True,1.0,False,,False,
ALUNO-281,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-282,True,2,2021,,False,False,False,False,False,,True,5.0,True,6.0
ALUNO-283,True,2,2021,,False,False,False,False,False,,True,5.0,True,6.0
ALUNO-284,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-285,False,1,2020,2020.0,False,False,False,False,True,2.0,False,,False,
ALUNO-286,False,1,2020,2020.0,False,False,False,False,True,1.0,False,,False,
ALUNO-287,False,1,2019,2020.0,False,False,False,True,True,2.0,False,,False,
ALUNO-288,True,3,2020,,False,False,False,False,True,2.0,True,3.0,True,4.0
ALUNO-289,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-290,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-291,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-292,True,2,2019,,False,False,False,True,True,4.0,False,,True,6.0
ALUNO-293,True,3,2019,,False,False,False,True,True,5.0,True,5.0,True,5.0
ALUNO-294,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-295,True,3,2017,,False,True,True,True,True,1.0,True,1.0,True,2.0
ALUNO-296,True,3,2020,,False,False,False,False,True,2.0,True,2.0,True,2.0
ALUNO-297,False,2,2019,2021.0,False,False,False,True,True,3.0,True,3.0,False,
ALUNO-298,True,2,2018,,False,False,True,True,True,1.0,False,,True,1.0
ALUNO-299,False,1,2016,2020.0,True,True,True,True,True,8.0,False,,False,
ALUNO-300,False,1,2019,2020.0,False,False,False,True,True,8.0,False,,False,
ALUNO-301,True,3,2019,,False,False,False,True,True,1.0,True,2.0,True,2.0
ALUNO-302,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-303,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-304,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-305,True,3,2018,,False,False,True,True,True,2.0,True,3.0,True,4.0
ALUNO-306,False,1,2019,2020.0,False,False,False,True,True,7.0,False,,False,
ALUNO-307,True,1,2022,,False,False,False,False,False,,False,,True,3.0
ALUNO-308,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-309,False,1,2019,2020.0,False,False,False,True,True,1.0,False,,False,
ALUNO-310,False,1,2021,2021.0,False,False,False,False,False,,True,0.0,False,
ALUNO-311,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-312,True,3,2019,,False,False,False,True,True,2.0,True,2.0,True,3.0
ALUNO-313,True,3,2020,,False,False,False,False,True,0.0,True,0.0,True,1.0
ALUNO-314,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-315,False,2,2019,2021.0,False,False,False,True,True,4.0,True,5.0,False,
ALUNO-316,True,2,2020,,False,False,False,False,True,2.0,False,,True,3.0
ALUNO-317,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-318,False,1,2020,2020.0,False,False,False,False,True,0.0,False,,False,
ALUNO-319,False,2,2019,2021.0,False,False,False,True,True,2.0,True,2.0,False,
ALUNO-320,True,1,2022,,False,False,False,False,False,,False,,True,2.0
ALUNO-321,False,2,2019,2021.0,False,False,False,True,True,6.0,True,7.0,False,
ALUNO-322,True,1,2022,,False,False,False,False,False,,False,,True,1.0
ALUNO-323,True,3,2016,,True,True,True,True,True,1.0,True,1.0,True,1.0
ALUNO-324,False,2,2019,2021.0,False,False,False,True,True,6.0,True,7.0,False,
ALUNO-325,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-326,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-327,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-328,False,1,2020,2020.0,False,False,False,False,True,3.0,False,,False,
ALUNO-329,False,1,2017,2020.0,False,True,True,True,True,7.0,False,,False,
ALUNO-330,True,2,2017,,False,True,True,True,True,1.0,False,,True,3.0
ALUNO-331,True,2,2021,,False,False,False,False,False,,True,0.0,True,1.0
ALUNO-332,True,3,2019,,False,False,False,True,True,1.0,True,1.0,True,2.0
ALUNO-333,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-334,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-335,False,1,2020,2020.0,False,False,False,False,True,0.0,False,,False,
ALUNO-336,True,2,2021,,False,False,False,False,False,,True,0.0,True,0.0
ALUNO-337,True,3,2016,,True,True,True,True,True,5.0,True,5.0,True,6.0
ALUNO-338,False,1,2018,2020.0,False,False,True,True,True,7.0,False,,False,
ALUNO-339,False,2,2018,2021.0,False,False,True,True,True,3.0,True,3.0,False,
ALUNO-340,True,3,2018,,False,False,True,True,True,3.0,True,3.0,True,5.0
ALUNO-341,False,1,2018,2020.0,False,False,True,True,True,8.0,False,,False,
ALUNO-342,True,3,2016,,True,True,True,True,True,2.0,True,2.0,True,3.0
ALUNO-343,False,2,2020,2021.0,False,False,False,False,True,3.0,True,5.0,False,
ALUNO-344,False,1,2019,2020.0,False,False,False,True,True,6.0,False,,False,
ALUNO-345,True,3,2019,,False,False,False,True,True,0.0,True,1.0,True,1.0
ALUNO-346,False,2,2019,2021.0,False,False,False,True,True,1.0,True,1.0,False,
ALUNO-347,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-348,True,3,2019,,False,False,False,True,True,0.0,True,1.0,True,1.0
ALUNO-349,False,2,2020,2021.0,False,False,False,False,True,0.0,True,1.0,False,
ALUNO-350,True,1,2022,,False,False,False,False,False,,False,,True,0.0
ALUNO-351,True,1,2022,,False,False,False,False,False,,False,,True,2.0
